Sporadic-1	54918	1.37	0.59	7.43	0.36	12	-889	-423	438	-232	8	100003.08	5.87	1	1	1	1
Sporadic-1	55945	0.79	0.45	6.26	0.33	357	-1878	-728	432	-224	18	100009.97	5.90	1	1	1	1
Sporadic-1	56973	1.04	0.03	6.49	0.33	272	-1101	-10	421	-231	5	100006.07	5.92	1	1	1	1
Sporadic-1	58000	0.98	0.57	7.18	0.10	264	-1477	-1076	438	-236	0	100007.75	5.94	1	1	1	1
Sporadic-1	59028	0.42	1.13	6.00	0.62	68	-1263	-152	460	-212	20	100014.40	5.97	1	1	1	1
Sporadic-1	60058	0.47	0.40	5.38	1.56	239	-1135	-242	434	-228	-10	100013.88	6.01	1	1	1	1
Sporadic-1	61086	0.64	0.85	5.74	1.46	-231	-254	-489	407	-239	-3	100011.82	6.02	1	1	1	1
Sporadic-1	62113	0.87	0.48	7.39	1.21	26	-847	69	401	-245	3	100008.99	6.03	1	1	1	1
Sporadic-1	63141	0.45	0.33	8.95	0.70	6	-885	-269	419	-237	9	100014.00	6.06	1	1	1	1
Sporadic-1	64168	0.50	0.30	8.82	0.74	255	-554	-36	421	-227	-3	100013.39	6.09	1	1	1	1
Sporadic-1	65196	0.60	0.23	9.05	0.03	189	-461	-435	409	-241	17	100012.28	6.11	1	1	1	1
Sporadic-1	693	0.71	0.39	8.91	0.56	-130	-171	-175	409	-233	21	100011.00	6.14	1	1	1	1
Sporadic-1	1721	0.96	4.03	8.24	2.33	-2	1568	-435	478	-202	22	100008.00	6.16	1	1	1	1
Sporadic-1	2748	0.90	3.77	10.18	0.38	334	-727	-944	462	-208	-34	100008.76	6.18	1	1	1	1
Sporadic-1	3776	0.91	1.60	9.19	2.96	522	-2864	1063	455	-189	-87	100008.55	6.21	1	1	1	1
Sporadic-1	4804	0.69	6.20	4.42	1.80	44	-243	-888	572	-58	-60	100010.21	6.23	1	1	1	1
Sporadic-1	5834	0.80	7.77	3.56	0.76	165	360	239	592	-2	32	100009.83	6.20	1	1	1	1
Sporadic-1	6861	1.55	5.65	3.83	0.73	-1940	-4429	-4154	585	19	59	100001.03	6.20	1	1	1	1
Sporadic-1	7889	0.82	7.31	3.20	2.53	-918	-110	1700	574	28	100	100009.67	6.19	1	1	1	1
Sporadic-1	8916	-0.92	5.56	2.97	3.69	2427	3297	2090	554	-118	34	100030.33	6.17	1	1	1	1
